"ASIN on amazon.com","Title on amazon.com","Live price on Near Mint Games","Final price on Near Mint Games"
"B0028WFARG","Yu-Gi-Oh! - Jetroid (CRV-EN011) - Cybernetic Revolution - 1st Edition - Common","0.68","0.68"
"B00S5LN2TC","Pokemon - Manectric (61/160) - XY Primal Clash - Holo","0.48","0.48"
"B002A7F7ZO","Yu-Gi-Oh! - Koa'ki Meiru War Arms (RGBT-EN081) - Raging Battle - 1st Edition - Super Rare","0.07","0.07"
"B00DOKW41Q","Yu-Gi-Oh! - Fighting Spirit (BP02-EN153) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.02","0.02"
"B0062DXPLK","Yu-Gi-Oh! - Dian Keto the Cure Master (SDP-027) - Starter Deck Pegasus - Unlimited Edition - Common","0.94","0.94"
"B006JDAJDU","Yu-Gi-Oh! - Evolzar Laggia (PHSW-EN043) - Photon Shockwave - 1st Edition - Ultra Rare","2.65","2.65"
"B005SB7SBU","Pokemon - Turtwig (78) - Majestic Dawn","",""
"B0028WKUFI","Yu-Gi-Oh! - Aitsu (MFC-056) - Magicians Force - 1st Edition - Common","0.24","0.24"
"B071L14SF6","Stufful - 112/145 - Common - Reverse Holo - Sun & Moon: Guardians Rising","0.1","0.10"
"B00M9OIY8U","Yu-Gi-Oh! - Telepathic Power (BP03-EN208) - Battle Pack 3: Monster League - 1st Edition - Common","0.01","0.01"
"B074KNFJZK","Punishment Dragon - COTD-EN028 - Ultra Rare - 1st Edition - Code of the Duelist (1st Edition)","",""
"B004DDYAWO","Yu-Gi-Oh! - Scrap Searcher (STBL-EN025) - Starstrike Blast - 1st Edition - Common","0.01","0.01"
"B00KY44KXA","Yu-Gi-Oh! - Tri-and-Guess (PRIO-EN080) - Primal Origin - Unlimited Edition - Common","0.53","0.53"
"B0062DZSMY","Yu-Gi-Oh! - Terraforming (SDRL-EN026) - Structure Deck: Rise of the Dragon Lords - 1st Edition - Common","0.4","0.40"
"B00OZ33H4Y","Magic: the Gathering - Commander&#39;s Sphere (054/337) - Commander 2014","0.86","0.86"
"B00KY43Q62","Yu-Gi-Oh! - Majesty&#39;s Fiend (PRIO-EN034) - Primal Origin - Unlimited Edition - Secret Rare","4.2","4.20"
"B0062DUBSU","Yu-Gi-Oh! - Right Arm of the Forbidden One (LOB-122) - Legend of Blue Eyes White Dragon - Unlimited Edition - Ultra Rare","9.1","9.10"
"B00DOKS1T0","Yu-Gi-Oh! - Bazoo the Soul-Eater (BP02-EN012) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.11","0.11"
"B0028WF8F0","Yu-Gi-Oh! - King Tiger Wanghu (PGD-004) - Pharaonic Guardian - 1st Edition - Rare","1.84","1.84"
"B0099DTQXQ","Yu-Gi-Oh! - Celtic Guardian (LOB-007) - Legend of Blue Eyes White Dragon - Unlimited Edition - Super Rare","0.83","0.83"
"B0062DZ3JC","Yu-Gi-Oh! - Degenerate Circuit (CDIP-EN047) - Cyberdark Impact - Unlimited Edition - Rare","0.21","0.21"
"B01LLYNK6E","Magic: the Gathering - Architect of the Untamed (143/264) - Kaladesh","0.1","0.10"
"B01KKG92AC","Yu-Gi-Oh! - Tyrant Burst Dragon (DRL3-EN058) - Dragons of Legend: Unleashed - 1st Edition - Ultra Rare","0.01","0.01"
"B0062DYHI0","Yu-Gi-Oh! - Flame Ogre (CDIP-EN014) - Cyberdark Impact - Unlimited Edition - Common","0.01","0.01"
"B06XKLJHY4","Yosenju Kama 3 - SP17-EN006 - Common - 1st Edition - Star Pack Battle Royal","0.12","0.12"
"B015EPMRKQ","Yu-Gi-Oh! - Performapal Sword Fish (MP15-EN063) - Mega Pack 2015 - 1st Edition - Common","0.01","0.01"
"B01EU49ZQG","Pokemon - Cinccino (89/124) - XY Fates Collide","0.01","0.01"
"B06XRQ3482","SPYRAL Tough - RATE-EN087 - Rare - Unlimited Edition - Raging Tempest (Unlimited Edition)","0.02","0.02"
"B00N50AKPM","Yu-Gi-Oh! - Bujingi Warg (MP14-EN113) - Mega Pack 2014 - 1st Edition - Common","0.01","0.01"
"B00N50ANF4","Yu-Gi-Oh! - Bujingi Pavo (MP14-EN240) - Mega Pack 2014 - 1st Edition - Super Rare","0.02","0.02"
"B0028WH50Q","Yu-Gi-Oh! - Dragon Capture Jar (DB1-EN111) - Dark Beginnings 1 - Unlimited Edition - Common","0.5","0.50"
"B00N507XCU","Yu-Gi-Oh! - Number 64: Ronin Raccoon Sandayu (MP14-EN161) - Mega Pack 2014 - 1st Edition - Rare","0.97","0.97"
"B01MTAYWBI","Magic: the Gathering - Cogwork Assembler (145/184) - Aether Revolt","0.01","0.01"
"B00MJH1XBC","Yu-Gi-Oh! - Breaker the Dark Magical Warrior (DUEA-EN040) - Duelist Alliance - 1st Edition - Rare","0.27","0.27"
"B01B3LF1H6","Pokemon - Froakie (38/122) - XY BREAKPoint - Reverse Holo","0.31","0.31"
"B002N86CQ8","Yu-Gi-Oh! - A Major Upset (ANPR-EN080) - Ancient Prophecy - 1st Edition - Common","0.02","0.02"
"B00H9PX8Y4","Yu-Gi-Oh! - Mythic Tree Dragon (SHSP-EN010) - Shadow Specters - Unlimited Edition - Common","0.01","0.01"
"B01LBM21VG","Yu-Gi-Oh! - Bad Luck Blast (MP16-EN232) - Mega Pack 2016 - 1st Edition - Common","0.01","0.01"
"B07451WKVR","Draconnet - YS17-EN002 - Common - 1st Edition - Starter Deck: Link Strike (1st Edition)","0.01","0.01"
"B017S8AQ5K","Yu-Gi-Oh! - Glory of the King&#39;s Hand - Yugi's Legendary Decks - 1st Edition - Ultra Rare","0.14","0.14"
"B06WLJ3ZTN","Symph Amplifire - RATE-EN092 - Common - 1st Edition - Raging Tempest","0.01","0.01"
"B00TED1RF6","Yu-Gi-Oh! - Djinn Presider of Rituals (THSF-EN037) - The Secret Forces - 1st Edition - Super Rare","0.02","0.02"
"B0062E0GXY","Yu-Gi-Oh! - Gravekeeper's Spy (PGD-059) - Pharaonic Guardian - Unlimited Edition - Common","0.08","0.08"
"B0062DZ0JK","Yu-Gi-Oh! - Naturia Dragonfly (HA03-EN010) - Hidden Arsenal 3 - Unlimited Edition - Super Rare","0.36","0.36"
"B0062DZ3RE","Yu-Gi-Oh! - R-Genex Accelerator (HA03-EN045) - Hidden Arsenal 3 - Unlimited Edition - Super Rare","0.01","0.01"
"B0062DW9YE","Yu-Gi-Oh! - Fairy Archer (TSHD-EN020) - The Shining Darkness - Unlimited Edition - Common","1.13","1.13"
"B00MJGZYN6","Yu-Gi-Oh! - Dragon Horn Hunter (DUEA-EN000) - Duelist Alliance - 1st Edition - Super Rare","0.51","0.51"
"B00M9OEZ6A","Yu-Gi-Oh! - Meklord Army of Granel (BP03-EN083) - Battle Pack 3: Monster League - 1st Edition - Shatterfoil","0.01","0.01"
"B01M6BEE6S","Pokemon - Poliwag (23/108) - XY Evolutions","0.01","0.01"
"B075GYC3BG","Armoroid - LEDU-EN034 - Common - 1st Edition - Legendary Duelists (1st Edition)","0.02","0.02"
"B075RHXH9X","Spike-Tailed Ceratops - Ixalan","0.01","0.01"
"B0754T2G2L","Wightprincess - MP17-EN197 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.02","0.02"
"B01N5R89E4","Magic: the Gathering - Ironclad Revolutionary (065/184) - Aether Revolt","0.01","0.01"
"B01LZG8B8J","Magic: the Gathering - Toolcraft Exemplar (032/264) - Kaladesh - Foil","0.27","0.27"
"B00DOKWHCM","Yu-Gi-Oh! - Zoma the Spirit (BP02-EN194) - Battle Pack 2: War of the Giants - 1st Edition - Common","0.7","0.70"
"B06W9F3QLN","Lanturn - 50/149 - Rare - Reverse Holo - Pokemon Sun & Moon","0.01","0.01"
"B00LNPMWR0","Yu-Gi-Oh! - Lightning Vortex (YS14-EN023) - Super Starter - Space-Time Showdown - 1st Edition - Common","",""
"B0062DOZ6E","Yu-Gi-Oh! - B.E.S. Crystal Core (CP03-EN015) - Champion Pack Game 3 - Promo Edition - Common","2.7","2.70"
"B018RHEHLA","Yu-Gi-Oh! - Performage Trick Clown (CORE-EN018) - Clash of Rebellions - Unlimited Edition - Common","0.3","0.30"
"B00A42DF5G","Yu-Gi-Oh! - Mind Pollutant (ABYR-EN064) - Abyss Rising - 1st Edition - Rare","0.01","0.01"
"B00BT0SX72","Yu-Gi-Oh! - Dark Resonator (BP01-EN203) - Battle Pack: Epic Dawn - Unlimited Edition - Common","0.28","0.28"
"B01B6O81O0","Yu-Gi-Oh! - By Order of the Emperor (SR01-EN039) - Structure Deck: Emperor of Darkness - Edition - Common","0.01","0.01"
"B00N508EF0","Yu-Gi-Oh! - Ghostrick Scare (MP14-EN175) - Mega Pack 2014 - 1st Edition - Common","0.49","0.49"
"B01LZH705A","Magic: the Gathering - Servo Token (004) - Kaladesh","0.01","0.01"
"B01G2EZ76Y","Yu-Gi-Oh! - Stargazer Magician (YS16-EN009) - Starter Deck: Yuya - 1st Edition - Common","0.02","0.02"
"B06ZZTGXRJ","Call of the Haunted - SR03-EN037 - Common - 1st Edition - Structure Deck: Machine Reactor (1st Edition)","0.02","0.02"
"B00887CUSM","Yu-Gi-Oh! - Changing Destiny (BP01-EN104) - Battle Pack: Epic Dawn - 1st Edition - Starfoil Rare","0.2","0.20"
"B00FW75I7G","Yu-Gi-Oh! - Pink Lamb Token (LC04-EN009) - Legendary Collection 4: Joey's World - Limited Edition - Ultra Rare","0.01","0.01"
"B0028WEXD8","Yu-Gi-Oh! - Fox Fire (RDS-EN029) - Rise of Destiny - 1st Edition - Common","0.01","0.01"
"B0062DTOXI","Yu-Gi-Oh! - Behemoth the King of All Animals (FET-EN014) - Flaming Eternity - Unlimited Edition - Super Rare","0.91","0.91"
"B00H7ILE4O","Yu-Gi-Oh! - Kuriboh (YSYR-EN008) - Starter Deck: Yugi Reloaded - 1st Edition - Common","0.18","0.18"
"B00EZ79BWM","Yu-Gi-Oh! - Darklord Desire (LCGX-EN210) - Legendary Collection 2 - Unlimited Edition - Super Rare","0.74","0.74"
"B00BYA8ZRU","Yu-Gi-Oh! - Brotherhood of the Fire Fist - Hawk (CBLZ-EN021) - Cosmo Blazer - Unlimited Edition - Common","0.01","0.01"
"B0062DVEMW","Yu-Gi-Oh! - Iron Chain Dragon (CSOC-EN040) - Crossroads of Chaos - Unlimited Edition - Rare","0.29","0.29"
"B0128V9TH8","Pokemon - Persian (62/98) - Ancient Origins - Reverse Holo","0.01","0.01"
"B00OZ35QDO","Pokemon - Golbat (32/119) - XY Phantom Forces","0.2","0.20"
"B00J7YFIWK","Yu-Gi-Oh! - Spirit Reaper (PGLD-EN083) - Premium Gold - 1st Edition - Gold Rare","0.6","0.60"
"B01I234Y30","Yu-Gi-Oh! - White Dragon Wyverburster (SR02-EN016) - Structure Deck: Rise of the True Dragons - Edition - Common","0.01","0.01"
"B0028WF0YO","Yu-Gi-Oh! - Bombardment Beetle (PSV-087) - Pharaohs Servant - 1st Edition - Common","0.14","0.14"
"B0062E0X7I","Yu-Gi-Oh! - Non Aggression Area (PGD-101) - Pharaonic Guardian - Unlimited Edition - Common","0.26","0.26"
"B01EU47GM6","Pokemon - Riolu (45/124) - XY Fates Collide","0.06","0.06"
"B0062DTL2C","Yu-Gi-Oh! - Damage Eater (DREV-EN004) - Duelist Revolution - Unlimited Edition - Common","0.01","0.01"
"B00J7YFAWI","Yu-Gi-Oh! - Torrential Tribute (PGLD-EN060) - Premium Gold - 1st Edition - Gold Rare","1.64","1.64"
"B06VT9SZ6Z","Ancient Gear Howitzer - RATE-EN042 - Common - 1st Edition - Raging Tempest","0.01","0.01"
"B00FQU9M5I","Yu-Gi-Oh! - Silent Doom (LCJW-EN071) - Legendary Collection 4: Joey's World - 1st Edition - Super Rare","0.23","0.23"
"B0028WKLQQ","Yu-Gi-Oh! - Chain Destruction (DB1-EN070) - Dark Beginnings 1 - Unlimited Edition - Common","0.01","0.01"
"B00EDW6X02","Yu-Gi-Oh! - Tour Bus To Forbidden Realms (JOTL-EN085) - Judgment of the Light - 1st Edition - Rare","0.01","0.01"
"B06WCZQVQS","Fomantis - 14/149 - Common - Reverse Holo - Pokemon Sun & Moon","0.65","0.65"
"B0062DUW8E","Yu-Gi-Oh! - Malevolent Nuzzler (SDJ-025) - Starter Deck Joey - Unlimited Edition - Common","0.01","0.01"
"B06WV7KPYB","Popplio - 39/149 - Common - Pokemon Sun & Moon","0.09","0.09"
"B00HYZZI6U","Yu-Gi-Oh! - Rank-Up-Magic Astral Force (LVAL-EN059) - Legacy of the Valiant - 1st Edition - Ultimate Rare","1.45","1.43"
"B0062DTIZC","Yu-Gi-Oh! - Double-Edged Sword Technique (GLAS-EN074) - Gladiators Assault - Unlimited Edition - Common","0.3","0.30"
"B0124FD6QI","Yu-Gi-Oh! - Five-Headed Dragon (PGL2-EN078) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Rare","1.15","1.15"
"B0062DUIOW","Yu-Gi-Oh! - Dark Elf (MRD-113) - Metal Raiders - Unlimited Edition - Rare","2.77","2.77"
"B074JHKQ19","Pansear - 22/147 - Common - Sun & Moon: Burning Shadows","0.01","0.01"
"B01MEGSIAJ","Yu-Gi-Oh! - Dark Paladin (SDMY-EN043) - Structure Deck: Yugi Muto - 1st Edition - Common","0.01","0.01"
"B0062DVIGE","Yu-Gi-Oh! - Cards for Black Feathers (DP11-EN020) - Duelist Pack 11: Crow - 1st Edition - Common","0.17","0.17"
"B008OXKK6Y","Yu-Gi-Oh! - Laval Volcano Handmaiden (HA06-EN002) - Hidden Arsenal 6: Omega Xyz - 1st Edition - Super Rare","0.22","0.22"
"B01B6O7X44","Yu-Gi-Oh! - Raiza the Storm Monarch (SR01-EN009) - Structure Deck: Emperor of Darkness - Edition - Common","0.01","0.01"
"B0062DS088","Yu-Gi-Oh! - Revival Jam (RP02-EN028) - Retro Pack 2 - Unlimited Edition - Rare","0.59","0.59"
"B01I234W7S","Yu-Gi-Oh! - Darkblaze Dragon (SR02-EN006) - Structure Deck: Rise of the True Dragons - Edition - Common","0.01","0.01"
"B0062DXJ0W","Yu-Gi-Oh! - Meklord Astro Dragon Asterisk (EXVC-EN015) - Extreme Victory - Unlimited Edition - Super Rare","0.01","0.01"
"B009W6ID7K","Yu-Gi-Oh! - Heroic Challenger - War Hammer (REDU-EN006) - Return of the Duelist - Unlimited Edition - Common","0.02","0.02"
"B002MHHFBG","Yu-Gi-Oh! - Imperial Order (DB1-EN086) - Dark Beginnings 1 - Unlimited Edition - Ultra Rare","3.19","3.19"
"B0028WB5EI","Yu-Gi-Oh! - Queen's Bodyguard (CDIP-EN027) - Cyberdark Impact - 1st Edition - Common","0.01","0.01"
"B06XB69WX6","Predaplant Drosophyllum Hydra - FUEN-EN002 - Secret Rare - 1st Edition - Fusion Enforcers","0.3","0.30"
"B00LU4Q66M","Yu-Gi-Oh! - Express Train Trolley Olley (DRLG-EN037) - Dragons of Legend - Unlimited Edition - Secret Rare","0.43","0.43"
"B06XKM1V1N","Opera the Melodious Diva - SP17-EN020 - Starfoil Rare - 1st Edition - Star Pack Battle Royal","0.15","0.15"
"B0062DV4ZY","Yu-Gi-Oh! - Gigantic Cephalotus (CSOC-EN025) - Crossroads of Chaos - Unlimited Edition - Common","0.06","0.06"
"B0062DZK18","Yu-Gi-Oh! - Gigastone Omega (RGBT-EN032) - Raging Battle - Unlimited Edition - Common","0.01","0.01"
"B01J91AFE6","Yu-Gi-Oh! - King Scarlet (TDIL-EN070) - The Dark Illusion - 1st Edition - Common","0.01","0.01"
"B01B6O7UV0","Yu-Gi-Oh! - Zaborg the Thunder Monarch (SR01-EN005) - Structure Deck: Emperor of Darkness - Edition - Common","0.01","0.01"
"B06XMQ69WP","Pokemon Catcher - 126/149 - Uncommon - Pokemon Sun & Moon","0.01","0.01"
"B007F1G5GA","Yu-Gi-Oh! - Dark Mambele (ORCS-EN058) - Order of Chaos - Unlimited Edition - Common","0.01","0.01"
"B0062DXE84","Yu-Gi-Oh! - Elemental HERO Sparkman (LCGX-EN007) - Legendary Collection 2 - 1st Edition - Secret Rare","5.0","5.00"
"B00M9OG3EW","Yu-Gi-Oh! - Friller Rabca (BP03-EN090) - Battle Pack 3: Monster League - 1st Edition - Common","0.01","0.01"
"B0028WF0IU","Yu-Gi-Oh! - Hysteric Fairy (DB1-EN238) - Dark Beginnings 1 - Unlimited Edition - Common","0.13","0.13"
"B01KKG8HNK","Yu-Gi-Oh! - The Blazing Mars (DRL3-EN007) - Dragons of Legend: Unleashed - 1st Edition - Secret Rare","0.01","0.01"
"B0028WF8XM","Yu-Gi-Oh! - Dimensional Inversion (CDIP-EN052) - Cyberdark Impact - 1st Edition - Ultimate Rare","0.6","0.60"
"B07554JLJT","Hebo, Lord of the River - MP17-EN195 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B00BYABKHC","Yu-Gi-Oh! - Xyz Tribalrivals (CBLZ-EN077) - Cosmo Blazer - Unlimited Edition - Common","0.01","0.01"
"B0062E1HRI","Yu-Gi-Oh! - Flying Kamakiri #1 (SRL-091) - Spell Ruler - Unlimited Edition - Rare","0.31","0.31"
"B00FQU9S0W","Yu-Gi-Oh! - Fiend Skull Dragon (LCJW-EN240) - Legendary Collection 4: Joey's World - 1st Edition - Rare","0.01","0.01"
"B00BPDR248","Yu-Gi-Oh! - Skull Kraken (SP13-EN007) - Star Pack 2013 - Unlimited Edition - Starfoil Rare","0.15","0.15"
"B00K6LIFF0","Pokemon - Duskull (38) - XY Flashfire - Reverse Holo","0.5","0.50"
"B0062DWYEY","Yu-Gi-Oh! - Mirror of Yata (TDGS-EN056) - The Duelist Genesis - Unlimited Edition - Common","0.01","0.01"
"B0082GWNTA","Yu-Gi-Oh! - Number 17: Leviathan Dragon (BP01-EN027) - Battle Pack: Epic Dawn - 1st Edition - Rare","1.71","1.71"
"B0754PJD1X","Geargia Change - MP17-EN053 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.02","0.02"
"B00150LVO8","Yu-Gi-Oh! - Torrential Tribute (LON-025) - Labyrinth of Nightmare - 1st Edition - Ultra Rare","17.78","17.78"
"B00IMOZUSI","Yu-Gi-Oh! - Muzurhythm the String Djinn (SP14-EN028) - Star Pack 2014 - 1st Edition - Starfoil Rare","0.14","0.14"
"B0062DWN40","Yu-Gi-Oh! - Piranha Army (AST-026) - Ancient Sanctuary - Unlimited Edition - Common","0.01","0.01"
"B0124FBOC6","Yu-Gi-Oh! - Blackwing Tamer - Obsidian Hawk Joe (PGL2-EN012) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Secret Rare","1.03","1.03"
"B0062DZK54","Yu-Gi-Oh! - Susa Soldier (LOD-066) - Legacy of Darkness - Unlimited Edition - Rare","0.47","0.47"
"B01M2CCXZT","Yu-Gi-Oh! - Performapal Changeraffe (INOV-EN005) - Invasion: Vengeance - 1st Edition - Common","0.01","0.01"
"B009K862MI","Yu-Gi-Oh! - King of the Swamp (LCYW-EN256) - Legendary Collection 3: Yugi's World - 1st Edition - Common","1.02","1.02"
"B01AWTPMBK","Pokemon - Celebi (XY93) - XY Black Star Promos - Holo","",""
"B00N5071MC","Yu-Gi-Oh! - Battlin&#39; Boxer Headgeared (MP14-EN002) - Mega Pack 2014 - 1st Edition - Common","0.01","0.01"
"B002A7A99I","Yu-Gi-Oh! - Spined Gillman (RGBT-EN034) - Raging Battle - 1st Edition - Common","0.09","0.09"
"B01LXIHLPA","Magic: the Gathering - Attune with Aether (145/264) - Kaladesh","0.11","0.11"
"B06VSJMZGL","Potion - 127/149 - Uncommon - Reverse Holo - Pokemon Sun & Moon","0.01","0.01"
"B00FQU907I","Yu-Gi-Oh! - Zoa (LCJW-EN173) - Legendary Collection 4: Joey's World - 1st Edition - Common","3.97","3.97"
"B00K6LJIXI","Pokemon - Pidgeot (77) - XY Flashfire","1.56","1.56"
"B0028WJ6XK","Yu-Gi-Oh! - Magical Merchant (MFC-079) - Magicians Force - 1st Edition - Common","1.04","1.04"
"B002MHNWQ8","Yu-Gi-Oh! - Gray Wing (DB2-EN156) - Dark Beginnings 2 - Unlimited Edition - Common","0.01","0.01"
"B00M9OHB1Q","Yu-Gi-Oh! - Blast with Chain (BP03-EN194) - Battle Pack 3: Monster League - 1st Edition - Shatterfoil","0.07","0.07"
"B0062E1CA0","Pokemon - Super Rod (103) - Neo Genesis","",""
"B0062DOML2","Yu-Gi-Oh! - Hidden Armory (SDWS-EN021) - Structure Deck Warriors Strike - 1st Edition - Common","1.27","1.27"
"B0062DUC6Q","Yu-Gi-Oh! - Insect Soldiers of the Sky (MRD-101) - Metal Raiders - Unlimited Edition - Common","0.01","0.01"
"B00OSRK9IY","Yu-Gi-Oh! - Queen Angel of Roses (LC5D-EN096) - Legendary Collection 5D's Mega Pack - 1st Edition - Ultra Rare","0.42","0.42"
"B00A42CYC6","Yu-Gi-Oh! - Memory of an Adversary (ABYR-EN075) - Abyss Rising - 1st Edition - Super Rare","0.09","0.09"
"B07362GNV6","Yugioh 1st Ed Purple Poison Magician PEVO-EN006 Ultra Rare 1st Edition Pendulum Evolution Cards","0.55","0.55"
"B00I4ECOTE","Yu-Gi-Oh! - Kunai with Chain (BP02-EN198) - Battle Pack 2: War of the Giants - Unlimited Edition - Mosaic Rare","0.49","0.49"
"B0062DS85I","Yu-Gi-Oh! - Stardust Dragon (CT05-EN001) - 2008 Collectors Tins - Limited Edition - Secret Rare","15.59","15.59"
"B00H7IKQCU","Yu-Gi-Oh! - Tiger Dragon (YSKR-EN024) - Starter Deck: Kaiba Reloaded - 1st Edition - Common","0.14","0.14"
"B00MJFL0YE","Pokemon - Super Scoop Up (100/111) - XY Furious Fists - Reverse Holo","0.39","0.39"
"B01M74LY7J","Yu-Gi-Oh! - PSY-Frame Accelerator (INOV-EN074) - Invasion: Vengeance - 1st Edition - Common","0.01","0.01"
"B015YAO074","Yu-Gi-Oh! - PSY-Frame Overload (HSRD-EN037) - High-Speed Riders - 1st Edition - Rare","0.02","0.02"
"B00I4DYH9A","Yu-Gi-Oh! - Slate Warrior (BP02-EN027) - Battle Pack 2: War of the Giants - Unlimited Edition - Mosaic Rare","0.23","0.23"
"B00QKVVVII","Yu-Gi-Oh! - Superheavy Samurai Soulbang Cannon (NECH-EN013) - The New Challengers - Unlimited Edition - Common","0.05","0.05"
"B0028WFDA0","Yu-Gi-Oh! - Red-Eyes B. Dragon (DLG1-EN012) - Dark Legends - Unlimited Edition - Rare","8.37","8.37"
"B0062DXTF2","Yu-Gi-Oh! - Crashbug Y (GENF-EN010) - Generation Force - 1st Edition - Common","0.07","0.07"
"B0028WJ0D6","Yu-Gi-Oh! - Amazoness Paladin (DR1-EN114) - Dark Revelations 1 - Unlimited Edition - Common","0.09","0.09"
"B00LAH4422","Yu-Gi-Oh! - Skill Successor (SDLI-EN034) - Structure Deck: Realm of Light - 1st Edition - Common","0.01","0.01"
"B0062DVGR0","Yu-Gi-Oh! - Judgment of the Pharaoh (JUMP-EN008) - Shonen Jump Magazine Promos - Promo Edition - Ultra Rare","15.29","15.29"
"B00I4CTWRI","Yu-Gi-Oh! - Blue-Eyes Ultimate Dragon (BATT-EN001) - Battle Pack Tournament Prize Cards - Unlimited Edition - Starfoil Rare","10.3","10.30"
"B0028WF260","Yu-Gi-Oh! - Newdoria (PGD-057) - Pharaonic Guardian - 1st Edition - Rare","0.39","0.39"
"B00ICAH23S","Pokemon - Evosoda (116/146) - XY","0.57","0.57"
"B006JDAG7E","Yu-Gi-Oh! - Galaxy-Eyes Photon Dragon (PHSW-EN011) - Photon Shockwave - 1st Edition - Ultimate Rare","9.07","9.07"
"B0028WD582","Yu-Gi-Oh! - Avenging Knight Parshath (TDGS-EN000) - The Duelist Genesis - 1st Edition - Secret Rare","14.8","14.80"
"B01IUAIVHK","Pokemon - Klang (72/114) - XY Steam Siege - Reverse Holo","0.01","0.01"
"B01EYZOPD4","Yu-Gi-Oh! - Raidraptor - Avenge Vulture (SHVI-EN014) - Shining Victories - 1st Edition - Common","0.01","0.01"
"B0062DRFFC","Yu-Gi-Oh! - Theban Nightmare (CP06-EN014) - Champion Pack Game 6 - Promo Edition - Common","0.01","0.01"
"B005SAWXAW","Pokemon - Eevee (47/90) - HS Undaunted","",""
"B00H7IL6FG","Yu-Gi-Oh! - Gemini Elf (YSYR-EN006) - Starter Deck: Yugi Reloaded - 1st Edition - Common","0.31","0.31"
"B00S5LLQVI","Pokemon - Honedge (98/160) - XY Primal Clash","0.11","0.11"
"6304065493","Zenki 6 [VHS]","",""
"B008CQEVXG","Yu-Gi-Oh! - Magical Mallet (RYMP-EN065) - Ra Yellow Mega-Pack - Unlimited Edition - Common","1.86","1.86"
"B00MJH1ALA","Yu-Gi-Oh! - Stellarnova Wave (DUEA-EN070) - Duelist Alliance - 1st Edition - Common","0.01","0.01"
"B009K87BOQ","Yu-Gi-Oh! - Phoenix Wing Wind Blast (LCYW-EN298) - Legendary Collection 3: Yugi's World - 1st Edition - Secret Rare","0.79","0.79"
"B0062E0Z5S","Yu-Gi-Oh! - Sengenjin (PP02-EN003) - Premium Pack 2 - Unlimited Edition - Super Rare","0.5","0.50"
"B0062DRL4C","Yu-Gi-Oh! - Cannon Soldier MK-2 (PTDN-EN035) - Phantom Darkness - 1st Edition - Common","0.05","0.05"
"B00DOKVHIC","Yu-Gi-Oh! - Axe of Despair (BP02-EN131) - Battle Pack 2: War of the Giants - 1st Edition - Common","0.38","0.38"
"B01MTAYYVS","Magic: the Gathering - Implement of Ferocity (157/184) - Aether Revolt - Foil","0.26","0.26"
"B0124FIVIQ","Yu-Gi-Oh! - Blackwing - Gale the Whirlwind (PGL2-EN073) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Rare","0.93","0.93"
"B0028WHMD6","Yu-Gi-Oh! - Spell Gear (LODT-EN049) - Light of Destruction - 1st Edition - Common","8.76","8.76"
"B00M9OFZQE","Yu-Gi-Oh! - Wind-Up Juggler (BP03-EN086) - Battle Pack 3: Monster League - 1st Edition - Rare","0.02","0.02"
"B0062DSA1K","Yu-Gi-Oh! - Ancient Gear Factory (SD10-EN021) - Structure Deck 10: Machine Re-Volt - 1st Edition - Common","0.01","0.01"
"B00YDFDCBW","Yu-Gi-Oh! - Rush Recklessly (YS15-ENF17) - Starter Deck: Saber Force - 1st Edition - Common","0.01","0.01"
"B0028WHLAK","Yu-Gi-Oh! - Woodborg Inpachi (RDS-EN001) - Rise of Destiny - 1st Edition - Common","0.01","0.01"
"B0754Q6LTF","Metalfoes Silverd - MP17-EN077 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.02","0.02"
"B00IDLK846","Pokemon - Rainbow Energy (131/146) - XY","0.83","0.83"
"B00BQ19NLE","Yu-Gi-Oh! - Number 19: Freezadon (ZTIN-EN003) - 2013 Zexal Collection Tin - 1st Edition - Ultra Rare","0.91","0.91"
"B007V613HA","Yu-Gi-Oh! - Penguin Soldier (YS12-EN015) - Starter Deck: XYZ Symphony - 1st Edition - Common","0.3","0.30"
"B004Z1C33C","Pokemon - Timburr (59) - Black and White","0.18","0.18"
"B0062DYQNG","Yu-Gi-Oh! - Magic Drain (SD7-EN028) - Structure Deck 7: Invincible Fortress - 1st Edition - Common","0.65","0.65"
"B01DV7AR1K","Yu-Gi-Oh! - Red-Eyes Black Metal Dragon (MIL1-EN035) - Millennium Pack 1 - 1st Edition - Common","0.04","0.04"
"B00GBJGRHY","Yu-Gi-Oh! - GhostRick Vanish (SHSP-EN073) - Shadow Specters - 1st Edition - Common","0.07","0.07"
"B00B4Z5DQ6","Yu-Gi-Oh! - Brotherhood of the Fire Fist - Hawk (CBLZ-EN021) - Cosmo Blazer - 1st Edition - Common","0.01","0.01"
